screen_id,action_id,linkage_rule_id,eligibility_gate,gate_type,gate_result,gate_interpretation
S6DLNK014,S6CACT_UNV_002,LNK11,company_claim_label,mandatory,not_applicable,No company-attributed explanation is used.
S6DLNK014,S6CACT_UNV_002,LNK12,missingness,mandatory,met,Missing results remain missing and are never zero-filled.
S6DLNK014,S6CACT_UNV_002,LNK13,cross_company_comparability,mandatory_for_cross_group_ranking,not_applicable_within_company_only,No cross-group strategy-effect ranking is performed.
S6DLNK014,S6CACT_UNV_002,LNK14,private_disclosure_neutrality,mandatory,met,Disclosure coverage is not interpreted as company performance.
S6DLNK014,S6CACT_UNV_002,LNK15,causal_claim_boundary,mandatory,met,"Allowed claims remain descriptive, contextual, or company-reported."
S6DLNK014,S6CACT_UNV_002,LNK16,no_composite_upgrade,mandatory,met,"No action evidence becomes a score, weight, or overall winner."
S6DLNK015,S6CACT_UNV_003,LNK01,documented_action,mandatory,met,A documented period-bounded action exists.
S6DLNK015,S6CACT_UNV_003,LNK02,ownership_validity,mandatory,met,Stage 6C retained the action within the valid ownership perimeter.
S6DLNK015,S6CACT_UNV_003,LNK03,entity_alignment,mandatory_for_direct_link,not_met,No compatible result exists for entity alignment.
S6DLNK015,S6CACT_UNV_003,LNK04,geography_alignment,mandatory_for_indonesia_claim,not_assessable,No result exists for geography alignment.
S6DLNK015,S6CACT_UNV_003,LNK05,brand_category_alignment,mandatory_for_brand_category_claim,not_assessable,The claimed General Trade volume result is not observed as OUT09.
S6DLNK015,S6CACT_UNV_003,LNK06,temporal_order,mandatory,not_assessable,Temporal linkage cannot be assessed without a result.
S6DLNK015,S6CACT_UNV_003,LNK07,lag_rationale,mandatory_when_lagged,not_applicable,No lagged linkage is proposed.
S6DLNK015,S6CACT_UNV_003,LNK08,outcome_definition,mandatory,not_met,No compatible outcome observation is available.
S6DLNK015,S6CACT_UNV_003,LNK09,baseline_or_comparator,mandatory_for_change_claim,not_applicable,No change-from-baseline claim is proposed.
S6DLNK015,S6CACT_UNV_003,LNK10,alternative_factors,mandatory_for_interpretation,not_applicable_without_result,No performance interpretation is attempted.
S6DLNK015,S6CACT_UNV_003,LNK11,company_claim_label,mandatory,met,Related management explanation remains explicitly company_reported.
S6DLNK015,S6CACT_UNV_003,LNK12,missingness,mandatory,met,Missing results remain missing and are never zero-filled.
S6DLNK015,S6CACT_UNV_003,LNK13,cross_company_comparability,mandatory_for_cross_group_ranking,not_applicable_within_company_only,No cross-group strategy-effect ranking is performed.
S6DLNK015,S6CACT_UNV_003,LNK14,private_disclosure_neutrality,mandatory,met,Disclosure coverage is not interpreted as company performance.
S6DLNK015,S6CACT_UNV_003,LNK15,causal_claim_boundary,mandatory,met,"Allowed claims remain descriptive, contextual, or company-reported."
S6DLNK015,S6CACT_UNV_003,LNK16,no_composite_upgrade,mandatory,met,"No action evidence becomes a score, weight, or overall winner."
S6DLNK016,S6CACT_UNV_004,LNK01,documented_action,mandatory,met,A documented period-bounded action exists.
S6DLNK016,S6CACT_UNV_004,LNK02,ownership_validity,mandatory,met,Stage 6C retained the action within the valid ownership perimeter.
S6DLNK016,S6CACT_UNV_004,LNK03,entity_alignment,mandatory_for_direct_link,not_met,No compatible result exists for entity alignment.
S6DLNK016,S6CACT_UNV_004,LNK04,geography_alignment,mandatory_for_indonesia_claim,not_assessable,No result exists for geography alignment.
S6DLNK016,S6CACT_UNV_004,LNK05,brand_category_alignment,mandatory_for_brand_category_claim,not_met,No compatible brand/category result is available.
S6DLNK016,S6CACT_UNV_004,LNK06,temporal_order,mandatory,not_assessable,Temporal linkage cannot be assessed without a result.
S6DLNK016,S6CACT_UNV_004,LNK07,lag_rationale,mandatory_when_lagged,not_applicable,No lagged linkage is proposed.
S6DLNK016,S6CACT_UNV_004,LNK08,outcome_definition,mandatory,not_met,No compatible outcome observation is available.
S6DLNK016,S6CACT_UNV_004,LNK09,baseline_or_comparator,mandatory_for_change_claim,not_applicable,No change-from-baseline claim is proposed.
S6DLNK016,S6CACT_UNV_004,LNK10,alternative_factors,mandatory_for_interpretation,not_applicable_without_result,No performance interpretation is attempted.
S6DLNK016,S6CACT_UNV_004,LNK11,company_claim_label,mandatory,not_applicable,No company-attributed explanation is used.
S6DLNK016,S6CACT_UNV_004,LNK12,missingness,mandatory,met,Missing results remain missing and are never zero-filled.
S6DLNK016,S6CACT_UNV_004,LNK13,cross_company_comparability,mandatory_for_cross_group_ranking,not_applicable_within_company_only,No cross-group strategy-effect ranking is performed.
S6DLNK016,S6CACT_UNV_004,LNK14,private_disclosure_neutrality,mandatory,met,Disclosure coverage is not interpreted as company performance.
S6DLNK016,S6CACT_UNV_004,LNK15,causal_claim_boundary,mandatory,met,"Allowed claims remain descriptive, contextual, or company-reported."
S6DLNK016,S6CACT_UNV_004,LNK16,no_composite_upgrade,mandatory,met,"No action evidence becomes a score, weight, or overall winner."
S6DLNK017,S6CACT_UNV_005,LNK01,documented_action,mandatory,met,A documented period-bounded action exists.
S6DLNK017,S6CACT_UNV_005,LNK02,ownership_validity,mandatory,met,Stage 6C retained the action within the valid ownership perimeter.
S6DLNK017,S6CACT_UNV_005,LNK03,entity_alignment,mandatory_for_direct_link,not_met,No compatible result exists for entity alignment.
S6DLNK017,S6CACT_UNV_005,LNK04,geography_alignment,mandatory_for_indonesia_claim,not_assessable,No result exists for geography alignment.
S6DLNK017,S6CACT_UNV_005,LNK05,brand_category_alignment,mandatory_for_brand_category_claim,not_met,No compatible brand/category result is available.
S6DLNK017,S6CACT_UNV_005,LNK06,temporal_order,mandatory,not_assessable,Temporal linkage cannot be assessed without a result.
S6DLNK017,S6CACT_UNV_005,LNK07,lag_rationale,mandatory_when_lagged,not_applicable,No lagged linkage is proposed.
S6DLNK017,S6CACT_UNV_005,LNK08,outcome_definition,mandatory,not_met,No compatible outcome observation is available.
S6DLNK017,S6CACT_UNV_005,LNK09,baseline_or_comparator,mandatory_for_change_claim,not_applicable,No change-from-baseline claim is proposed.
S6DLNK017,S6CACT_UNV_005,LNK10,alternative_factors,mandatory_for_interpretation,not_applicable_without_result,No performance interpretation is attempted.
S6DLNK017,S6CACT_UNV_005,LNK11,company_claim_label,mandatory,not_applicable,No company-attributed explanation is used.
S6DLNK017,S6CACT_UNV_005,LNK12,missingness,mandatory,met,Missing results remain missing and are never zero-filled.
S6DLNK017,S6CACT_UNV_005,LNK13,cross_company_comparability,mandatory_for_cross_group_ranking,not_applicable_within_company_only,No cross-group strategy-effect ranking is performed.
S6DLNK017,S6CACT_UNV_005,LNK14,private_disclosure_neutrality,mandatory,met,Disclosure coverage is not interpreted as company performance.
S6DLNK017,S6CACT_UNV_005,LNK15,causal_claim_boundary,mandatory,met,"Allowed claims remain descriptive, contextual, or company-reported."
S6DLNK017,S6CACT_UNV_005,LNK16,no_composite_upgrade,mandatory,met,"No action evidence becomes a score, weight, or overall winner."
S6DLNK018,S6CACT_UNV_006,LNK01,documented_action,mandatory,met,A documented period-bounded action exists.
S6DLNK018,S6CACT_UNV_006,LNK02,ownership_validity,mandatory,met,Stage 6C retained the action within the valid ownership perimeter.
S6DLNK018,S6CACT_UNV_006,LNK03,entity_alignment,mandatory_for_direct_link,not_met,No compatible result exists for entity alignment.
S6DLNK018,S6CACT_UNV_006,LNK04,geography_alignment,mandatory_for_indonesia_claim,not_assessable,No result exists for geography alignment.
S6DLNK018,S6CACT_UNV_006,LNK05,brand_category_alignment,mandatory_for_brand_category_claim,not_met,No compatible brand/category result is available.
S6DLNK018,S6CACT_UNV_006,LNK06,temporal_order,mandatory,not_assessable,Temporal linkage cannot be assessed without a result.
S6DLNK018,S6CACT_UNV_006,LNK07,lag_rationale,mandatory_when_lagged,not_applicable,No lagged linkage is proposed.
S6DLNK018,S6CACT_UNV_006,LNK08,outcome_definition,mandatory,not_met,No compatible outcome observation is available.
S6DLNK018,S6CACT_UNV_006,LNK09,baseline_or_comparator,mandatory_for_change_claim,not_applicable,No change-from-baseline claim is proposed.
S6DLNK018,S6CACT_UNV_006,LNK10,alternative_factors,mandatory_for_interpretation,not_applicable_without_result,No performance interpretation is attempted.
S6DLNK018,S6CACT_UNV_006,LNK11,company_claim_label,mandatory,not_applicable,No company-attributed explanation is used.
S6DLNK018,S6CACT_UNV_006,LNK12,missingness,mandatory,met,Missing results remain missing and are never zero-filled.
S6DLNK018,S6CACT_UNV_006,LNK13,cross_company_comparability,mandatory_for_cross_group_ranking,not_applicable_within_company_only,No cross-group strategy-effect ranking is performed.
S6DLNK018,S6CACT_UNV_006,LNK14,private_disclosure_neutrality,mandatory,met,Disclosure coverage is not interpreted as company performance.
S6DLNK018,S6CACT_UNV_006,LNK15,causal_claim_boundary,mandatory,met,"Allowed claims remain descriptive, contextual, or company-reported."
S6DLNK018,S6CACT_UNV_006,LNK16,no_composite_upgrade,mandatory,met,"No action evidence becomes a score, weight, or overall winner."
S6DLNK019,S6CACT_UNV_007,LNK01,documented_action,mandatory,met,A documented period-bounded action exists.
S6DLNK019,S6CACT_UNV_007,LNK02,ownership_validity,mandatory,met,Stage 6C retained the action within the valid ownership perimeter.
S6DLNK019,S6CACT_UNV_007,LNK03,entity_alignment,mandatory_for_direct_link,not_met,No compatible result exists for entity alignment.
S6DLNK019,S6CACT_UNV_007,LNK04,geography_alignment,mandatory_for_indonesia_claim,not_assessable,No result exists for geography alignment.
S6DLNK019,S6CACT_UNV_007,LNK05,brand_category_alignment,mandatory_for_brand_category_claim,not_met,No compatible brand/category result is available.
S6DLNK019,S6CACT_UNV_007,LNK06,temporal_order,mandatory,not_assessable,Temporal linkage cannot be assessed without a result.
S6DLNK019,S6CACT_UNV_007,LNK07,lag_rationale,mandatory_when_lagged,not_applicable,No lagged linkage is proposed.
S6DLNK019,S6CACT_UNV_007,LNK08,outcome_definition,mandatory,not_met,No compatible outcome observation is available.
S6DLNK019,S6CACT_UNV_007,LNK09,baseline_or_comparator,mandatory_for_change_claim,not_applicable,No change-from-baseline claim is proposed.
S6DLNK019,S6CACT_UNV_007,LNK10,alternative_factors,mandatory_for_interpretation,not_applicable_without_result,No performance interpretation is attempted.
S6DLNK019,S6CACT_UNV_007,LNK11,company_claim_label,mandatory,not_applicable,No company-attributed explanation is used.
S6DLNK019,S6CACT_UNV_007,LNK12,missingness,mandatory,met,Missing results remain missing and are never zero-filled.
S6DLNK019,S6CACT_UNV_007,LNK13,cross_company_comparability,mandatory_for_cross_group_ranking,not_applicable_within_company_only,No cross-group strategy-effect ranking is performed.
S6DLNK019,S6CACT_UNV_007,LNK14,private_disclosure_neutrality,mandatory,met,Disclosure coverage is not interpreted as company performance.
S6DLNK019,S6CACT_UNV_007,LNK15,causal_claim_boundary,mandatory,met,"Allowed claims remain descriptive, contextual, or company-reported."
S6DLNK019,S6CACT_UNV_007,LNK16,no_composite_upgrade,mandatory,met,"No action evidence becomes a score, weight, or overall winner."
S6DLNK020,S6CACT_UNV_008,LNK01,documented_action,mandatory,met,A documented period-bounded action exists.
S6DLNK020,S6CACT_UNV_008,LNK02,ownership_validity,mandatory,met,Stage 6C retained the action within the valid ownership perimeter.
S6DLNK020,S6CACT_UNV_008,LNK03,entity_alignment,mandatory_for_direct_link,met,Action and primary result share a defensible company/brand perimeter.
S6DLNK020,S6CACT_UNV_008,LNK04,geography_alignment,mandatory_for_indonesia_claim,met,Action and result share Indonesia scope.
S6DLNK020,S6CACT_UNV_008,LNK05,brand_category_alignment,mandatory_for_brand_category_claim,met,Sunlight scope matches the launch-distribution result.
S6DLNK020,S6CACT_UNV_008,LNK06,temporal_order,mandatory,met,Action and result share Q1 2025 launch timing.
S6DLNK020,S6CACT_UNV_008,LNK07,lag_rationale,mandatory_when_lagged,not_applicable,No lagged linkage is proposed.
S6DLNK020,S6CACT_UNV_008,LNK08,outcome_definition,mandatory,met,"Primary result retains source-native metric, unit, period, and scope."
S6DLNK020,S6CACT_UNV_008,LNK09,baseline_or_comparator,mandatory_for_change_claim,not_applicable,No change-from-baseline claim is proposed.
S6DLNK020,S6CACT_UNV_008,LNK10,alternative_factors,mandatory_for_interpretation,not_applicable_descriptive_measurement,Allowed claim is limited to the reported distribution measure.
S6DLNK020,S6CACT_UNV_008,LNK11,company_claim_label,mandatory,not_applicable,No company-attributed explanation is used.
S6DLNK020,S6CACT_UNV_008,LNK12,missingness,mandatory,met,Missing results remain missing and are never zero-filled.
S6DLNK020,S6CACT_UNV_008,LNK13,cross_company_comparability,mandatory_for_cross_group_ranking,not_applicable_within_company_only,No cross-group strategy-effect ranking is performed.
S6DLNK020,S6CACT_UNV_008,LNK14,private_disclosure_neutrality,mandatory,met,Disclosure coverage is not interpreted as company performance.
S6DLNK020,S6CACT_UNV_008,LNK15,causal_claim_boundary,mandatory,met,"Allowed claims remain descriptive, contextual, or company-reported."
S6DLNK020,S6CACT_UNV_008,LNK16,no_composite_upgrade,mandatory,met,"No action evidence becomes a score, weight, or overall winner."
S6DLNK021,S6CACT_UNV_009,LNK01,documented_action,mandatory,met,A documented period-bounded action exists.
S6DLNK021,S6CACT_UNV_009,LNK02,ownership_validity,mandatory,met,Stage 6C retained the action within the valid ownership perimeter.
S6DLNK021,S6CACT_UNV_009,LNK03,entity_alignment,mandatory_for_direct_link,not_met,No compatible result exists for entity alignment.
S6DLNK021,S6CACT_UNV_009,LNK04,geography_alignment,mandatory_for_indonesia_claim,not_assessable,No result exists for geography alignment.
S6DLNK021,S6CACT_UNV_009,LNK05,brand_category_alignment,mandatory_for_brand_category_claim,not_met,No compatible brand/category result is available.
S6DLNK021,S6CACT_UNV_009,LNK06,temporal_order,mandatory,not_assessable,Temporal linkage cannot be assessed without a result.
S6DLNK021,S6CACT_UNV_009,LNK07,lag_rationale,mandatory_when_lagged,not_applicable,No lagged linkage is proposed.
S6DLNK021,S6CACT_UNV_009,LNK08,outcome_definition,mandatory,not_met,No compatible outcome observation is available.
S6DLNK021,S6CACT_UNV_009,LNK09,baseline_or_comparator,mandatory_for_change_claim,not_applicable,No change-from-baseline claim is proposed.
S6DLNK021,S6CACT_UNV_009,LNK10,alternative_factors,mandatory_for_interpretation,not_applicable_without_result,No performance interpretation is attempted.
S6DLNK021,S6CACT_UNV_009,LNK11,company_claim_label,mandatory,not_applicable,No company-attributed explanation is used.
S6DLNK021,S6CACT_UNV_009,LNK12,missingness,mandatory,met,Missing results remain missing and are never zero-filled.
S6DLNK021,S6CACT_UNV_009,LNK13,cross_company_comparability,mandatory_for_cross_group_ranking,not_applicable_within_company_only,No cross-group strategy-effect ranking is performed.
S6DLNK021,S6CACT_UNV_009,LNK14,private_disclosure_neutrality,mandatory,met,Disclosure coverage is not interpreted as company performance.
S6DLNK021,S6CACT_UNV_009,LNK15,causal_claim_boundary,mandatory,met,"Allowed claims remain descriptive, contextual, or company-reported."
S6DLNK021,S6CACT_UNV_009,LNK16,no_composite_upgrade,mandatory,met,"No action evidence becomes a score, weight, or overall winner."
S6DLNK022,S6CACT_UNV_010,LNK01,documented_action,mandatory,met,A documented period-bounded action exists.
S6DLNK022,S6CACT_UNV_010,LNK02,ownership_validity,mandatory,met,Stage 6C retained the action within the valid ownership perimeter.
S6DLNK022,S6CACT_UNV_010,LNK03,entity_alignment,mandatory_for_direct_link,limited,"Entity alignment is valid for perimeter interpretation, not performance attribution."
S6DLNK022,S6CACT_UNV_010,LNK04,geography_alignment,mandatory_for_indonesia_claim,limited,Company result includes export activity where reported.
S6DLNK022,S6CACT_UNV_010,LNK05,brand_category_alignment,mandatory_for_brand_category_claim,not_met,Ice Cream business scope does not match company continuing-operation sales for performance attribution.
S6DLNK022,S6CACT_UNV_010,LNK06,temporal_order,mandatory,limited,"The December separation is valid for perimeter context, not full-year performance attribution."
S6DLNK022,S6CACT_UNV_010,LNK07,lag_rationale,mandatory_when_lagged,not_applicable,No lagged linkage is proposed.
S6DLNK022,S6CACT_UNV_010,LNK08,outcome_definition,mandatory,met,"Primary result retains source-native metric, unit, period, and scope."
S6DLNK022,S6CACT_UNV_010,LNK09,baseline_or_comparator,mandatory_for_change_claim,met,A compatible within-scope comparator is retained.
S6DLNK022,S6CACT_UNV_010,LNK10,alternative_factors,mandatory_for_interpretation,not_applicable_perimeter_context,"Screening concerns reporting perimeter, not effectiveness."
S6DLNK022,S6CACT_UNV_010,LNK11,company_claim_label,mandatory,not_applicable,No company-attributed explanation is used.
S6DLNK022,S6CACT_UNV_010,LNK12,missingness,mandatory,met,Missing results remain missing and are never zero-filled.
S6DLNK022,S6CACT_UNV_010,LNK13,cross_company_comparability,mandatory_for_cross_group_ranking,not_applicable_within_company_only,No cross-group strategy-effect ranking is performed.
S6DLNK022,S6CACT_UNV_010,LNK14,private_disclosure_neutrality,mandatory,met,Disclosure coverage is not interpreted as company performance.
S6DLNK022,S6CACT_UNV_010,LNK15,causal_claim_boundary,mandatory,met,"Allowed claims remain descriptive, contextual, or company-reported."
S6DLNK022,S6CACT_UNV_010,LNK16,no_composite_upgrade,mandatory,met,"No action evidence becomes a score, weight, or overall winner."
